,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
1046,12/12/2016 17:51,12/12/2016 18:01,Business,Chicago Downtown,Chicago Suburb,3,Meal/Entertain
1047,12/12/2016 20:48,12/12/2016 20:57,Business,Chicago Suburb,Chicago Downtown,3,Customer Visit
1048,12/13/2016 18:19,12/13/2016 18:29,Business,Chicago Downtown,Chicago Downtown,4.2,Errand/Supplies
1049,12/13/2016 20:20,12/13/2016 20:29,Business,Chicago Downtown,Chicago Downtown,4.1,Meal/Entertain
1050,12/14/2016 16:52,12/14/2016 17:10,Business,Chicago Downtown,Chicago Downtown,3.4,Other
1051,12/14/2016 17:22,12/14/2016 17:34,Business,Chicago Downtown,Chicago Downtown,3.3,Other
1052,12/14/2016 17:50,12/14/2016 18:00,Business,Chicago Downtown,Chicago Suburb,3,Meal/Entertain
1053,12/14/2016 20:24,12/14/2016 20:40,Business,Chicago Suburb,Chicago Downtown,3.1,Customer Visit
1054,12/15/2016 14:20,12/15/2016 14:54,Business,Chicago Downtown,Chicago Suburb,10.6,Meeting
1055,12/17/2016 15:38,12/17/2016 16:12,Business,Richmond Downtown,Richmond Hindu temple,4.8,Airport/Travel
1056,12/17/2016 17:19,12/17/2016 17:59,Business,Richmond Downtown,Richmond Hindu temple,5.3,Temporary Site
1057,12/18/2016 13:03,12/18/2016 13:41,Business,Richmond Downtown,Richmond Hindu temple,4.9,Errand/Supplies
1058,12/18/2016 16:38,12/18/2016 17:25,Business,Richmond Downtown,Richmond Hindu temple,10.2,Errand/Supplies
1059,12/18/2016 20:35,12/18/2016 21:04,Business,Richmond Downtown,Richmond Hindu temple,9.2,Other
1060,12/19/2016 9:08,12/19/2016 9:36,Business,Richmond Downtown,Richmond Hindu temple,7.7,Errand/Supplies
1061,12/19/2016 10:15,12/19/2016 10:34,Business,LA Amtrak station,LA Amtrak Downtown,5.9,Temporary Site
1062,12/19/2016 13:04,12/19/2016 13:08,Business,Chicago Downtown,Chicago Suburb,0.7,Errand/Supplies
1063,12/19/2016 13:24,12/19/2016 13:35,Business,Richmond Downtown,Richmond Hindu temple,1.3,Other
1064,12/19/2016 14:07,12/19/2016 14:15,Business,Richmond Downtown,Richmond Hindu temple,2.5,Other
1065,12/19/2016 14:18,12/19/2016 14:32,Business,Richmond Downtown,Richmond Hindu temple,5.3,Other
1066,12/19/2016 14:37,12/19/2016 14:50,Business,Richmond Downtown,Richmond Hindu temple,5.4,Other
1067,12/19/2016 15:09,12/19/2016 15:38,Business,Richmond Downtown,Richmond Hindu temple,10.2,Customer Visit
1068,12/19/2016 16:50,12/19/2016 17:09,Business,Chicago Downtown,Chicago Suburb,7.2,Customer Visit
1069,12/19/2016 19:05,12/19/2016 19:17,Business,LA Amtrak station,LA Amtrak Downtown,2.2,Other
1070,12/19/2016 19:55,12/19/2016 20:30,Business,Richmond Downtown,Richmond Hindu temple,11,Meeting
1071,12/20/2016 8:49,12/20/2016 9:24,Business,Richmond Downtown,Richmond Hindu temple,12,Other
1072,12/20/2016 10:30,12/20/2016 10:48,Business,Chicago Downtown,Chicago Suburb,3.3,Errand/Supplies
1073,12/20/2016 11:30,12/20/2016 12:17,Business,Chicago Downtown,Chicago Suburb,19.4,Meeting
1074,12/20/2016 13:14,12/20/2016 13:20,Business,Richmond Downtown,Richmond Hindu temple,1.7,Errand/Supplies
1075,12/20/2016 13:54,12/20/2016 14:17,Business,Richmond Downtown,Richmond Hindu temple,5.7,Temporary Site
1076,12/20/2016 16:14,12/20/2016 16:24,Business,LA Amtrak station,LA Amtrak Downtown,1.8,Errand/Supplies
1077,12/20/2016 16:56,12/20/2016 17:07,Business,LA Amtrak station,LA Amtrak Downtown,1.4,Errand/Supplies
1078,12/20/2016 18:47,12/20/2016 19:21,Business,LA Amtrak station,LA Amtrak Downtown,10.3,Customer Visit
1079,12/21/2016 7:42,12/21/2016 8:10,Business,Richmond Downtown,Richmond Hindu temple,11.5,Meeting
1080,12/21/2016 10:14,12/21/2016 10:30,Business,Richmond Downtown,Richmond Hindu temple,4.9,Errand/Supplies
1081,12/21/2016 11:35,12/21/2016 11:49,Business,LA Amtrak station,LA Amtrak Downtown,3.5,Meal/Entertain
1082,12/21/2016 12:51,12/21/2016 13:33,Business,Richmond Downtown,Richmond Hindu temple,16.2,Meeting
1083,12/21/2016 15:38,12/21/2016 15:49,Business,Richmond Downtown,Richmond Hindu temple,2,Errand/Supplies
1084,12/21/2016 15:55,12/21/2016 16:05,Business,Richmond Downtown,Richmond Hindu temple,2.1,Errand/Supplies
1085,12/21/2016 17:45,12/21/2016 17:54,Business,LA Amtrak station,LA Amtrak Downtown,2.1,Meeting
1086,12/21/2016 17:59,12/21/2016 18:31,Business,LA Amtrak station,LA Amtrak Downtown,7.2,Customer Visit
1087,12/21/2016 19:49,12/21/2016 20:35,Business,Richmond Downtown,Richmond Hindu temple,12,Meeting
1088,12/21/2016 20:56,12/21/2016 23:42,Business,Chicago Downtown,Chicago Suburb,103,Meeting
1089,12/22/2016 15:40,12/22/2016 16:38,Business,Richmond Downtown,Richmond Hindu temple,32.3,Meeting
1090,12/22/2016 17:04,12/22/2016 17:20,Business,Richmond Downtown,Richmond Hindu temple,5.3,Customer Visit
1091,12/22/2016 17:27,12/22/2016 17:53,Business,Richmond Downtown,Richmond Hindu temple,11.6,Meeting
1092,12/22/2016 17:56,12/22/2016 18:29,Business,Richmond Downtown,Richmond Hindu temple,23.2,Meeting
1093,12/22/2016 18:31,12/22/2016 18:37,Business,Richmond Downtown,Richmond Hindu temple,3.2,Errand/Supplies
1094,12/22/2016 18:38,12/22/2016 18:47,Business,Richmond Downtown,Richmond Hindu temple,12.3,Temporary Site
1095,12/22/2016 19:04,12/22/2016 19:50,Business,Richmond Downtown,Richmond Hindu temple,14,Meeting
1096,12/22/2016 21:41,12/22/2016 21:53,Business,NewYork Downtown,NewYork Downtown,2.1,Meal/Entertain
1097,12/22/2016 23:27,12/22/2016 23:32,Business,NewYork Downtown,NewYork Downtown,2.1,Customer Visit
1098,12/23/2016 9:21,12/23/2016 9:41,Business,NewYork Downtown,NewYork Downtown,3,Meeting
1099,12/23/2016 11:33,12/23/2016 11:58,Business,NewYork Downtown,NewYork Downtown,6.2,Meeting
1100,12/23/2016 14:15,12/23/2016 15:25,Business,Richmond Downtown,Richmond Hindu temple,9.6,Meeting
1101,12/23/2016 16:23,12/23/2016 16:34,Business,Richmond Downtown,Richmond Hindu temple,1.3,Errand/Supplies
1102,12/23/2016 17:34,12/23/2016 18:27,Business,Richmond Downtown,Richmond Hindu temple,7.1,Meal/Entertain
1103,12/24/2016 7:43,12/24/2016 8:04,Business,NewYork Downtown,NewYork Downtown,6.3,Meal/Entertain
1104,12/24/2016 9:19,12/24/2016 9:55,Business,Richmond Downtown,Richmond Hindu temple,10.7,Meal/Entertain
1105,12/24/2016 10:34,12/24/2016 10:53,Business,NewYork Downtown,NewYork Downtown,5.3,Meal/Entertain
1106,12/24/2016 12:51,12/24/2016 12:53,Business,NewYork Downtown,NewYork Downtown,1.6,Errand/Supplies
1107,12/24/2016 13:08,12/24/2016 13:29,Business,NewYork Downtown,NewYork Downtown,3.6,Errand/Supplies
1108,12/24/2016 17:12,12/24/2016 17:27,Business,NewYork Downtown,NewYork Downtown,1.7,Errand/Supplies
1109,12/24/2016 19:12,12/24/2016 19:27,Business,NewYork Downtown,NewYork Downtown,2.9,Meal/Entertain
1110,12/24/2016 22:04,12/24/2016 22:09,Business,NewYork Downtown,NewYork Downtown,0.6,Errand/Supplies
1111,12/25/2016 0:10,12/25/2016 0:14,Business,NewYork Downtown,NewYork Downtown,0.6,Errand/Supplies
1112,12/25/2016 19:15,12/25/2016 19:26,Business,NewYork Downtown,NewYork Downtown,2.3,Meal/Entertain
1113,12/25/2016 21:58,12/25/2016 22:04,Business,NewYork Downtown,NewYork Downtown,2.3,Meal/Entertain
1114,12/26/2016 8:30,12/26/2016 8:41,Business,NewYork Downtown,NewYork Downtown,3.2,Meal/Entertain
1115,12/26/2016 9:05,12/26/2016 9:19,Business,NewYork Downtown,NewYork Downtown,6.2,Customer Visit
1116,12/26/2016 10:15,12/26/2016 10:36,Business,NewYork Downtown,NewYork Downtown,7.7,Customer Visit
1117,12/26/2016 11:29,12/26/2016 11:42,Business,NewYork Downtown,NewYork Downtown,3.8,Customer Visit
1118,12/26/2016 13:09,12/26/2016 13:43,Business,NewYork Downtown,NewYork Downtown,7.9,Meeting
1119,12/27/2016 7:02,12/27/2016 7:14,Business,Dallas Airport,Dallas Downtown,4.9,Temporary Site
1120,12/27/2016 8:37,12/27/2016 8:59,Business,Dallas Airport,Dallas Downtown,5,Meal/Entertain
1121,12/27/2016 12:53,12/27/2016 12:57,Business,Dallas Airport,Dallas Downtown,0.6,Meal/Entertain
1122,12/27/2016 14:49,12/27/2016 15:03,Business,Dallas Airport,Dallas Downtown,3.1,Customer Visit
1123,12/27/2016 16:34,12/27/2016 16:58,Business,Richmond Downtown,Richmond Hindu temple,7.9,Meeting
1124,12/27/2016 19:19,12/27/2016 19:50,Business,Dallas Airport,Dallas Downtown,5.5,Customer Visit
1125,12/28/2016 8:34,12/28/2016 9:06,Business,Dallas Airport,Dallas Downtown,10.3,Meal/Entertain
1126,12/28/2016 11:42,12/28/2016 12:12,Business,Richmond Downtown,Richmond Hindu temple,10.4,Errand/Supplies
1127,12/28/2016 13:53,12/28/2016 14:01,Business,Dallas Airport,Dallas Downtown,2,Errand/Supplies
1128,12/28/2016 15:04,12/28/2016 15:39,Business,Dallas Airport,Dallas Downtown,8.5,Meal/Entertain
1129,12/28/2016 17:02,12/28/2016 17:16,Business,Richmond Downtown,Richmond Hindu temple,4.4,Errand/Supplies
1130,12/28/2016 18:33,12/28/2016 18:56,Business,Dallas Airport,Dallas Downtown,3.8,Errand/Supplies
1131,12/28/2016 22:44,12/28/2016 23:18,Business,Dallas Airport,Dallas Downtown,5.1,Errand/Supplies
1132,12/29/2016 0:49,12/29/2016 1:06,Business,Dallas Airport,Dallas Downtown,3.8,Errand/Supplies
1133,12/29/2016 9:44,12/29/2016 10:07,Business,Dallas Airport,Dallas Downtown,11.6,Meal/Entertain
1134,12/29/2016 11:28,12/29/2016 12:00,Business,Richmond Downtown,Richmond Hindu temple,11.9,Meal/Entertain
1135,12/29/2016 12:25,12/29/2016 12:33,Business,Dallas Airport,Dallas Downtown,1.4,Errand/Supplies
1136,12/29/2016 13:17,12/29/2016 13:24,Business,Dallas Airport,Dallas Downtown,1.1,Errand/Supplies
1137,12/29/2016 13:56,12/29/2016 14:11,Business,Dallas Airport,Dallas Downtown,4.1,Airport/Travel
1138,12/29/2016 14:42,12/29/2016 14:58,Business,Dallas Airport,Dallas Downtown,6.1,Between Offices
1139,12/29/2016 15:05,12/29/2016 15:16,Business,Dallas Airport,Dallas Downtown,1.3,Errand/Supplies
1140,12/29/2016 18:59,12/29/2016 19:14,Business,Dallas Airport,Dallas Downtown,3,Meal/Entertain
1141,12/29/2016 19:50,12/29/2016 20:10,Business,Richmond Downtown,Richmond Hindu temple,4.1,Customer Visit
1142,12/29/2016 20:15,12/29/2016 20:45,Business,Dallas Airport,Dallas Downtown,7.2,Meeting
1143,12/29/2016 20:53,12/29/2016 21:42,Business,Dallas Airport,Dallas Downtown,6.4,Other
1144,12/29/2016 23:14,12/29/2016 23:47,Business,Richmond Downtown,Richmond Hindu temple,12.9,Meeting
1145,12/30/2016 10:15,12/30/2016 10:33,Business,Dallas Airport,Dallas Downtown,2.8,Errand/Supplies
1146,12/30/2016 11:31,12/30/2016 11:56,Business,Dallas Airport,Dallas Downtown,2.9,Errand/Supplies
1147,12/30/2016 15:41,12/30/2016 16:03,Business,Dallas Airport,Dallas Downtown,4.6,Errand/Supplies
1148,12/30/2016 16:45,12/30/2016 17:08,Business,Dallas Airport,Dallas Downtown,4.6,Meeting
1149,12/30/2016 23:06,12/30/2016 23:10,Business,Dallas Airport,Dallas Downtown,0.8,Customer Visit
1150,12/31/2016 1:07,12/31/2016 1:14,Business,Dallas Airport,Dallas Downtown,0.7,Meeting
1151,12/31/2016 13:24,12/31/2016 13:42,Business,Dallas Airport,Dallas Downtown,3.9,Temporary Site
1152,12/31/2016 15:03,12/31/2016 15:38,Business,Richmond Downtown,Richmond Hindu temple,16.2,Meeting
1153,12/31/2016 21:32,12/31/2016 21:50,Business,Dallas Airport,Dallas Downtown,6.4,Temporary Site
1154,12/31/2016 22:08,12/31/2016 23:51,Business,Chicago Downtown,Chicago suburb,48.2,Temporary Site
